name,url,cr,type,size,ac,hp,align,legendary,source,release_date,str,dex,con,int,wis,cha,fly_speed,swim_speed,type_grouped,align_grouped,source_grouped
spellcaster-mage-lvl-3,,0.0,humanoid (any race),Medium,12,18,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,15.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-mage-lvl-4,,0.0,humanoid (any race),Medium,12,22,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,17.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-mage-lvl-5,,0.0,humanoid (any race),Medium,12,27,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,17.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spellcaster-mage-lvl-6,,0.0,humanoid (any race),Medium,12,31,any alignment,0,Essentials Kit,03/09/2019,10.0,12.0,10.0,17.0,14.0,13.0,0,0,humanoid,Neutral,Essentials Kit
spider,https://www.aidedd.org/dnd/monstres.php?vo=spider,0.0,beast,Tiny,12,1,unaligned,0,Monster Manual (SRD),12/01/2016,2.0,14.0,8.0,1.0,10.0,2.0,0,0,beast,Unaligned,Monster Manual (SRD)
spined-devil,,2.0,fiend (devil),Small,13,22,lawful evil,0,Monster Manual,30/09/2014,10.0,15.0,12.0,11.0,14.0,8.0,1,0,fiend,Evil,Monster Manual
spirit-naga,https://www.aidedd.org/dnd/monstres.php?vo=spirit-naga,8.0,monstrosity,Large,15,75,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,17.0,14.0,16.0,15.0,16.0,0,0,monstrosity,Evil,Monster Manual (SRD)
spirit-troll,,11.0,giant,Large,17,97,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,1.0,17.0,13.0,8.0,9.0,16.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
spring-eladrin,,10.0,fey (elf),Medium,19,127,chaotic neutral,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,16.0,16.0,18.0,11.0,18.0,0,0,fey,Neutral,Mordenkainen's Tome of Foes
sprite,https://www.aidedd.org/dnd/monstres.php?vo=sprite,0.25,fey,Tiny,15,2,neutral good,0,Monster Manual (SRD),12/01/2016,3.0,18.0,10.0,14.0,13.0,11.0,1,0,fey,Good,Monster Manual (SRD)
spy,https://www.aidedd.org/dnd/monstres.php?vo=spy,1.0,humanoid (any race),Medium,12,27,any alignment,0,Monster Manual (SRD),12/01/2016,10.0,15.0,10.0,12.0,14.0,16.0,0,0,humanoid,Neutral,Monster Manual (SRD)
star-spawn-grue,,0.25,aberration,Small,11,17,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,6.0,13.0,10.0,9.0,11.0,6.0,0,0,aberration,Evil,Mordenkainen's Tome of Foes
star-spawn-hulk,,10.0,aberration,Large,16,136,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,20.0,8.0,21.0,7.0,12.0,9.0,0,0,aberration,Evil,Mordenkainen's Tome of Foes
star-spawn-larva-mage,,16.0,aberration,Medium,16,168,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,17.0,12.0,23.0,18.0,12.0,16.0,0,0,aberration,Evil,Mordenkainen's Tome of Foes
star-spawn-mangler,,5.0,aberration,Medium,14,71,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,8.0,18.0,12.0,11.0,12.0,7.0,0,0,aberration,Evil,Mordenkainen's Tome of Foes
star-spawn-seer,,13.0,aberration,Medium,17,153,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,12.0,18.0,22.0,19.0,16.0,0,0,aberration,Evil,Mordenkainen's Tome of Foes
steam-mephit,https://www.aidedd.org/dnd/monstres.php?vo=steam-mephit,0.25,elemental,Small,10,21,neutral evil,0,Monster Manual (SRD),12/01/2016,5.0,11.0,10.0,11.0,10.0,12.0,1,0,elemental,Evil,Monster Manual (SRD)
steel-predator,,16.0,construct,Large,20,207,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,24.0,17.0,22.0,4.0,14.0,6.0,0,0,construct,Evil,Mordenkainen's Tome of Foes
stegosaurus,,4.0,beast,Huge,13,76,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,20.0,9.0,17.0,2.0,11.0,5.0,0,0,beast,Unaligned,Adventures
stirge,https://www.aidedd.org/dnd/monstres.php?vo=stirge,0.125,beast,Tiny,14,2,unaligned,0,Monster Manual (SRD),12/01/2016,4.0,16.0,11.0,2.0,8.0,6.0,1,0,beast,Unaligned,Monster Manual (SRD)
stone-cursed,,1.0,construct,Medium,17,19,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,16.0,5.0,14.0,5.0,8.0,7.0,0,0,construct,Evil,Mordenkainen's Tome of Foes
stone-giant,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant,7.0,giant,Huge,17,126,neutral,0,Monster Manual (SRD),12/01/2016,23.0,15.0,20.0,10.0,12.0,9.0,0,0,giant,Neutral,Monster Manual (SRD)
stone-giant-dreamwalker,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant-dreamwalker,10.0,giant (stone giant),Huge,18,161,chaotic neutral,0,Volo's Guide to Monsters,15/11/2016,23.0,14.0,21.0,10.0,8.0,12.0,0,0,giant,Neutral,Volo's Guide to Monsters
stone-golem,https://www.aidedd.org/dnd/monstres.php?vo=stone-golem,10.0,construct,Large,17,178,unaligned,0,Monster Manual (SRD),12/01/2016,22.0,9.0,20.0,3.0,11.0,1.0,0,0,construct,Unaligned,Monster Manual (SRD)
stone-juggernaut,,12.0,construct,Large,15,157,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,22.0,1.0,21.0,2.0,11.0,3.0,0,0,construct,Unaligned,Adventures
storm-giant,https://www.aidedd.org/dnd/monstres.php?vo=storm-giant,13.0,giant,Huge,16,230,chaotic good,0,Monster Manual (SRD),12/01/2016,29.0,14.0,20.0,16.0,18.0,18.0,0,1,giant,Good,Monster Manual (SRD)
storm-giant-quintessent,,16.0,giant (storm giant),Huge,12,230,chaotic good,0,Volo's Guide to Monsters,15/11/2016,29.0,14.0,20.0,17.0,20.0,19.0,1,1,giant,Good,Volo's Guide to Monsters
strahd-von-zarovich,,15.0,undead (shapechanger),Medium,16,144,lawful evil,0,Adventures (Curse of Strahd),15/03/2016,18.0,18.0,18.0,20.0,15.0,18.0,0,0,undead,Evil,Adventures
su-monster,,1.0,monstrosity,Medium,12,27,chaotic evil,0,Adventures (Tomb of Annihilation),19/09/2017,14.0,15.0,12.0,9.0,13.0,9.0,0,0,monstrosity,Evil,Adventures
succubus,https://www.aidedd.org/dnd/monstres.php?vo=succubus,4.0,fiend (shapechanger),Medium,15,66,neutral evil,0,Monster Manual (SRD),12/01/2016,8.0,17.0,13.0,15.0,12.0,20.0,1,0,fiend,Evil,Monster Manual (SRD)
summer-eladrin,,10.0,fey (elf),Medium,19,127,chaotic neutral,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,21.0,16.0,14.0,12.0,18.0,0,0,fey,Neutral,Mordenkainen's Tome of Foes
swarm-of-bats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-bats,0.25,swarm of Tiny beasts,Medium,12,22,unaligned,0,Monster Manual (SRD),12/01/2016,5.0,15.0,10.0,2.0,12.0,4.0,1,0,swarm of Tiny beasts,Unaligned,Monster Manual (SRD)
swarm-of-cranium-rats,,5.0,swarm of Tiny beasts,Medium,12,36,lawful evil,0,Volo's Guide to Monsters,15/11/2016,9.0,14.0,10.0,15.0,11.0,14.0,0,0,swarm of Tiny beasts,Evil,Volo's Guide to Monsters
swarm-of-insects,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-insects,0.5,swarm of Tiny beasts,Medium,12,22,unaligned,0,Monster Manual (SRD),12/01/2016,3.0,13.0,10.0,1.0,7.0,1.0,0,0,swarm of Tiny beasts,Unaligned,Monster Manual (SRD)
swarm-of-poisonous-snakes,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-poisonous-snakes,2.0,swarm of Tiny beasts,Medium,14,36,unaligned,0,Monster Manual (SRD),12/01/2016,8.0,18.0,11.0,1.0,10.0,3.0,0,1,swarm of Tiny beasts,Unaligned,Monster Manual (SRD)
swarm-of-quippers,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-quippers,1.0,swarm of Tiny beasts,Medium,13,28,unaligned,0,Monster Manual (SRD),12/01/2016,13.0,16.0,9.0,1.0,7.0,2.0,0,1,swarm of Tiny beasts,Unaligned,Monster Manual (SRD)
swarm-of-rats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rats,0.25,swarm of Tiny beasts,Medium,10,24,unaligned,0,Monster Manual (SRD),12/01/2016,9.0,11.0,9.0,2.0,10.0,3.0,0,0,swarm of Tiny beasts,Unaligned,Monster Manual (SRD)
swarm-of-ravens,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-ravens,0.25,swarm of Tiny beasts,Medium,12,24,unaligned,0,Monster Manual (SRD),12/01/2016,6.0,14.0,8.0,3.0,12.0,6.0,1,0,swarm of Tiny beasts,Unaligned,Monster Manual (SRD)
swarm-of-rot-grubs,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rot-grubs,0.5,swarm of Tiny beasts,Medium,8,22,unaligned,0,Volo's Guide to Monsters,15/11/2016,2.0,7.0,10.0,1.0,2.0,1.0,0,0,swarm of Tiny beasts,Unaligned,Volo's Guide to Monsters
swashbuckler,,3.0,humanoid (any race),Medium,17,66,any non-lawful alignment,0,Volo's Guide to Monsters,15/11/2016,12.0,18.0,12.0,14.0,11.0,15.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
sword-wraith-commander,,8.0,undead,Medium,18,127,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,14.0,18.0,11.0,12.0,14.0,0,0,undead,Evil,Mordenkainen's Tome of Foes
sword-wraith-warrior,,3.0,undead,Medium,16,45,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,12.0,17.0,6.0,9.0,10.0,0,0,undead,Evil,Mordenkainen's Tome of Foes
tabaxi-hunter,,1.0,humanoid (tabaxi),Medium,14,40,chaotic good,0,Adventures (Tomb of Annihilation),19/09/2017,10.0,17.0,11.0,13.0,14.0,15.0,0,0,humanoid,Good,Adventures
tabaxi-minstrel,,0.25,humanoid (tabaxi),Medium,12,22,chaotic good,0,Adventures (Tomb of Annihilation),19/09/2017,10.0,15.0,11.0,14.0,12.0,16.0,0,0,humanoid,Good,Adventures
tanarukk,https://www.aidedd.org/dnd/monstres.php?vo=tanarukk,5.0,"fiend (demon, orc)",Medium,14,95,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,18.0,13.0,20.0,9.0,9.0,9.0,0,0,fiend,Evil,Volo's Guide to Monsters
tarrasque,https://www.aidedd.org/dnd/monstres.php?vo=tarrasque,30.0,monstrosity (titan),Gargantuan,25,676,unaligned,1,Monster Manual (SRD),12/01/2016,30.0,11.0,30.0,3.0,11.0,11.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
the-angry,,13.0,monstrosity,Medium,18,255,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,17.0,10.0,19.0,8.0,13.0,6.0,0,0,monstrosity,Evil,Mordenkainen's Tome of Foes
the-hungry,,11.0,monstrosity,Medium,17,225,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,10.0,17.0,6.0,11.0,6.0,0,0,monstrosity,Evil,Mordenkainen's Tome of Foes
the-lonely,,9.0,monstrosity,Medium,16,112,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,16.0,12.0,17.0,6.0,11.0,6.0,0,0,monstrosity,Evil,Mordenkainen's Tome of Foes
the-lost,,7.0,monstrosity,Medium,15,78,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,17.0,12.0,15.0,6.0,7.0,5.0,0,0,monstrosity,Evil,Mordenkainen's Tome of Foes
the-wretched,,0.25,monstrosity,Small,15,10,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,7.0,12.0,9.0,5.0,6.0,5.0,0,0,monstrosity,Evil,Mordenkainen's Tome of Foes
thorny,,1.0,plant,Medium,14,27,neutral,0,Volo's Guide to Monsters,15/11/2016,13.0,12.0,13.0,2.0,10.0,6.0,0,0,plant,Neutral,Volo's Guide to Monsters
thri-kreen,,1.0,humanoid (thri-kreen),Medium,15,33,chaotic neutral,0,Monster Manual,30/09/2014,12.0,15.0,13.0,8.0,12.0,7.0,0,0,humanoid,Neutral,Monster Manual
thug,https://www.aidedd.org/dnd/monstres.php?vo=thug,0.5,humanoid (any race),Medium,11,32,any non-good alignment,0,Monster Manual (SRD),12/01/2016,15.0,11.0,14.0,10.0,10.0,11.0,0,0,humanoid,Good,Monster Manual (SRD)
tiamat,,30.0,fiend,Gargantuan,25,615,chaotic evil,0,Adventures (Tyranny of Dragons),19/08/2014,30.0,10.0,30.0,26.0,26.0,28.0,1,0,fiend,Evil,Adventures
tiger,https://www.aidedd.org/dnd/monstres.php?vo=tiger,1.0,beast,Large,12,37,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,15.0,14.0,3.0,12.0,8.0,0,0,beast,Unaligned,Monster Manual (SRD)
titivilus,,16.0,fiend (devil),Medium,20,127,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,22.0,17.0,24.0,22.0,26.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
tlincalli,,5.0,monstrosity,Large,15,85,neutral evil,0,Volo's Guide to Monsters,15/11/2016,16.0,13.0,16.0,8.0,12.0,8.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
tortle,,0.25,humanoid (tortle),Medium,17,22,lawful good,0,Mordenkainen's Tome of Foes,29/05/2018,15.0,10.0,12.0,11.0,13.0,12.0,0,0,humanoid,Good,Mordenkainen's Tome of Foes
tortle-druid,,2.0,humanoid (tortle),Medium,17,33,lawful neutral,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,10.0,12.0,11.0,15.0,12.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
transmuter,,5.0,humanoid (any race),Medium,12,40,any alignment,0,Volo's Guide to Monsters,15/11/2016,9.0,14.0,11.0,17.0,12.0,11.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
trapper,,3.0,monstrosity,Large,13,85,unaligned,0,Volo's Guide to Monsters,15/11/2016,17.0,10.0,17.0,2.0,13.0,4.0,0,0,monstrosity,Unaligned,Volo's Guide to Monsters
treant,https://www.aidedd.org/dnd/monstres.php?vo=treant,9.0,plant,Huge,16,138,chaotic good,0,Monster Manual (SRD),12/01/2016,23.0,8.0,21.0,12.0,16.0,12.0,0,0,plant,Good,Monster Manual (SRD)
tri-flower-frond,,0.5,plant,Medium,10,11,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,1.0,10.0,12.0,1.0,10.0,1.0,0,0,plant,Unaligned,Adventures
tribal-warrior,https://www.aidedd.org/dnd/monstres.php?vo=tribal-warrior,0.125,humanoid (any race),Medium,12,11,any alignment,0,Monster Manual (SRD),12/01/2016,13.0,11.0,12.0,8.0,11.0,8.0,0,0,humanoid,Neutral,Monster Manual (SRD)
triceratops,https://www.aidedd.org/dnd/monstres.php?vo=triceratops,5.0,beast,Huge,13,95,unaligned,0,Monster Manual (SRD),12/01/2016,22.0,9.0,17.0,2.0,11.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
tridrone,,0.5,construct,Medium,15,16,lawful neutral,0,Monster Manual,30/09/2014,12.0,13.0,12.0,9.0,10.0,9.0,0,0,construct,Neutral,Monster Manual
troglodyte,https://www.aidedd.org/dnd/monstres.php?vo=troglodyte,0.25,humanoid (troglodyte),Medium,11,13,chaotic evil,0,Monster Manual (BR),03/07/2014,14.0,10.0,14.0,6.0,10.0,6.0,0,0,humanoid,Evil,Monster Manual (BR)
troll,https://www.aidedd.org/dnd/monstres.php?vo=troll,5.0,giant,Large,15,84,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,13.0,20.0,7.0,9.0,7.0,0,0,giant,Evil,Monster Manual (SRD)
twig-blight,https://www.aidedd.org/dnd/monstres.php?vo=twig-blight,0.125,plant,Small,13,4,neutral evil,0,Monster Manual (SRD),12/01/2016,6.0,13.0,12.0,4.0,8.0,3.0,0,0,plant,Evil,Monster Manual (SRD)
tyrannosaurus-rex,https://www.aidedd.org/dnd/monstres.php?vo=tyrannosaurus-rex,8.0,beast,Huge,13,136,unaligned,0,Monster Manual (SRD),12/01/2016,25.0,10.0,19.0,2.0,12.0,9.0,0,0,beast,Unaligned,Monster Manual (SRD)
ulitharid,,9.0,aberration,Large,15,127,lawful evil,0,Volo's Guide to Monsters,15/11/2016,15.0,12.0,15.0,21.0,19.0,21.0,0,0,aberration,Evil,Volo's Guide to Monsters
ultroloth,,13.0,fiend (yugoloth),Medium,19,153,neutral evil,0,Monster Manual,30/09/2014,16.0,16.0,18.0,18.0,15.0,19.0,1,0,fiend,Evil,Monster Manual
umber-hulk,https://www.aidedd.org/dnd/monstres.php?vo=umber-hulk,5.0,monstrosity,Large,18,93,chaotic evil,0,Monster Manual (BR),03/07/2014,20.0,13.0,16.0,9.0,10.0,10.0,0,0,monstrosity,Evil,Monster Manual (BR)
unicorn,https://www.aidedd.org/dnd/monstres.php?vo=unicorn,5.0,celestial,Large,12,67,lawful good,1,Monster Manual (SRD),12/01/2016,18.0,14.0,15.0,11.0,17.0,16.0,0,0,celestial,Good,Monster Manual (SRD)
uthgardt-shaman,,2.0,humanoid (human),Medium,13,38,neutral evil,0,Adventures (Storm King's Thunder),06/09/2016,14.0,12.0,13.0,10.0,15.0,12.0,0,0,humanoid,Evil,Adventures
vajra-safahr,,13.0,humanoid (human),Medium,14,126,lawful neutral,0,Adventures (Dragon Heist),18/09/2018,10.0,14.0,12.0,20.0,11.0,16.0,0,0,humanoid,Neutral,Adventures
vampire,https://www.aidedd.org/dnd/monstres.php?vo=vampire,13.0,undead (shapechanger),Medium,16,144,lawful evil,1,Monster Manual (SRD),12/01/2016,18.0,18.0,18.0,17.0,15.0,18.0,0,0,undead,Evil,Monster Manual (SRD)
vampire-spawn,https://www.aidedd.org/dnd/monstres.php?vo=vampire-spawn,5.0,undead,Medium,15,82,neutral evil,0,Monster Manual (SRD),12/01/2016,16.0,16.0,16.0,11.0,10.0,12.0,0,0,undead,Evil,Monster Manual (SRD)
vampiric-mist,,3.0,undead,Medium,13,30,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,6.0,16.0,16.0,6.0,12.0,7.0,1,0,undead,Evil,Mordenkainen's Tome of Foes
vargouille,,1.0,fiend,Tiny,12,13,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,6.0,14.0,14.0,4.0,7.0,2.0,1,0,fiend,Evil,Volo's Guide to Monsters
vegepygmy,,0.25,plant,Small,13,9,neutral,0,Volo's Guide to Monsters,15/11/2016,7.0,14.0,13.0,6.0,11.0,7.0,0,0,plant,Neutral,Volo's Guide to Monsters
vegepygmy-chief,,2.0,plant,Small,14,33,neutral,0,Volo's Guide to Monsters,15/11/2016,14.0,14.0,14.0,7.0,12.0,9.0,0,0,plant,Neutral,Volo's Guide to Monsters
velociraptor,,0.25,beast,Tiny,13,10,unaligned,0,Volo's Guide to Monsters,15/11/2016,6.0,14.0,13.0,4.0,12.0,6.0,0,0,beast,Unaligned,Volo's Guide to Monsters
venerable-shadow,https://www.aidedd.org/dnd/monstres.php?vo=venerable-shadow,2.0,undead,Medium,13,27,chaotic evil,0,Extra (AideDD),,6.0,16.0,13.0,6.0,12.0,10.0,0,0,undead,Evil,Extra
venom-troll,,7.0,giant,Large,15,94,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,13.0,20.0,7.0,9.0,7.0,0,0,giant,Evil,Mordenkainen's Tome of Foes
veteran,https://www.aidedd.org/dnd/monstres.php?vo=veteran,3.0,humanoid (any race),Medium,17,58,any alignment,0,Monster Manual (SRD),12/01/2016,16.0,13.0,14.0,10.0,11.0,10.0,0,0,humanoid,Neutral,Monster Manual (SRD)
vine-blight,,0.5,plant,Medium,12,26,neutral evil,0,Monster Manual,30/09/2014,15.0,8.0,14.0,5.0,10.0,3.0,0,0,plant,Evil,Monster Manual
violet-fungus,https://www.aidedd.org/dnd/monstres.php?vo=violet-fungus,0.25,plant,Medium,5,18,unaligned,0,Monster Manual (SRD),12/01/2016,3.0,1.0,10.0,1.0,3.0,1.0,0,0,plant,Unaligned,Monster Manual (SRD)
vrock,https://www.aidedd.org/dnd/monstres.php?vo=vrock,6.0,fiend (demon),Large,15,104,chaotic evil,0,Monster Manual (SRD),12/01/2016,17.0,15.0,18.0,8.0,13.0,8.0,1,0,fiend,Evil,Monster Manual (SRD)
vulture,https://www.aidedd.org/dnd/monstres.php?vo=vulture,0.0,beast,Medium,10,5,unaligned,0,Monster Manual (SRD),12/01/2016,7.0,10.0,13.0,2.0,12.0,4.0,1,0,beast,Unaligned,Monster Manual (SRD)
war-priest,,9.0,humanoid (any race),Medium,18,117,any alignment,0,Volo's Guide to Monsters,15/11/2016,16.0,10.0,14.0,11.0,17.0,13.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
warhorse,https://www.aidedd.org/dnd/monstres.php?vo=warhorse,0.5,beast,Large,11,19,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,12.0,13.0,2.0,12.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
warhorse-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=warhorse-skeleton,0.5,undead,Large,13,22,lawful evil,0,Monster Manual (SRD),12/01/2016,18.0,12.0,15.0,2.0,8.0,5.0,0,0,undead,Evil,Monster Manual (SRD)
warlock-of-the-archfey,,4.0,humanoid (any race),Medium,11,49,any alignment,0,Volo's Guide to Monsters,15/11/2016,9.0,13.0,11.0,11.0,12.0,18.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
warlock-of-the-fiend,,7.0,humanoid (any race),Medium,12,78,any alignment,0,Volo's Guide to Monsters,15/11/2016,10.0,14.0,15.0,12.0,12.0,18.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
warlock-of-the-great-old-one,,6.0,humanoid (any race),Medium,12,91,any alignment,0,Volo's Guide to Monsters,15/11/2016,9.0,14.0,15.0,12.0,12.0,18.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
warlord,,12.0,humanoid (any race),Medium,18,229,any alignment,1,Volo's Guide to Monsters,15/11/2016,20.0,16.0,18.0,12.0,12.0,18.0,0,0,humanoid,Neutral,Volo's Guide to Monsters
warrior-lvl-1,,0.0,humanoid (any race),Medium,16,13,any alignment,0,Essentials Kit,03/09/2019,15.0,13.0,14.0,10.0,12.0,10.0,0,0,humanoid,Neutral,Essentials Kit
warrior-lvl-2,,0.0,humanoid (any race),Medium,16,19,any alignment,0,Essentials Kit,03/09/2019,15.0,13.0,14.0,10.0,12.0,10.0,0,0,humanoid,Neutral,Essentials Kit
warrior-lvl-3,,0.0,humanoid (any race),Medium,16,26,any alignment,0,Essentials Kit,03/09/2019,15.0,13.0,14.0,10.0,12.0,10.0,0,0,humanoid,Neutral,Essentials Kit
warrior-lvl-4,,0.0,humanoid (any race),Medium,16,32,any alignment,0,Essentials Kit,03/09/2019,17.0,13.0,14.0,10.0,12.0,10.0,0,0,humanoid,Neutral,Essentials Kit
warrior-lvl-5,,0.0,humanoid (any race),Medium,16,39,any alignment,0,Essentials Kit,03/09/2019,17.0,13.0,14.0,10.0,12.0,10.0,0,0,humanoid,Neutral,Essentials Kit
warrior-lvl-6,,0.0,humanoid (any race),Medium,16,45,any alignment,0,Essentials Kit,03/09/2019,17.0,13.0,14.0,10.0,12.0,10.0,0,0,humanoid,Neutral,Essentials Kit
wastrilith,,13.0,fiend (demon),Large,18,157,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,18.0,21.0,19.0,12.0,14.0,0,1,fiend,Evil,Mordenkainen's Tome of Foes
water-elemental,https://www.aidedd.org/dnd/monstres.php?vo=water-elemental,5.0,elemental,Large,14,114,neutral,0,Monster Manual (SRD),12/01/2016,18.0,14.0,18.0,5.0,10.0,8.0,0,1,elemental,Neutral,Monster Manual (SRD)
water-elemental-myrmidon,,7.0,elemental,Medium,18,127,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,14.0,15.0,8.0,10.0,10.0,0,1,elemental,Neutral,Mordenkainen's Tome of Foes
water-weird,https://www.aidedd.org/dnd/monstres.php?vo=water-weird,3.0,elemental,Large,13,58,neutral,0,Monster Manual (BR),03/07/2014,17.0,16.0,13.0,11.0,10.0,10.0,0,1,elemental,Neutral,Monster Manual (BR)
weasel,https://www.aidedd.org/dnd/monstres.php?vo=weasel,0.0,beast,Tiny,13,1,unaligned,0,Monster Manual (SRD),12/01/2016,3.0,16.0,8.0,2.0,12.0,3.0,0,0,beast,Unaligned,Monster Manual (SRD)
werebear,https://www.aidedd.org/dnd/monstres.php?vo=werebear,5.0,"humanoid (human, shapechanger)",Medium,10,135,neutral good,0,Monster Manual (SRD),12/01/2016,19.0,10.0,17.0,11.0,12.0,12.0,0,0,humanoid,Good,Monster Manual (SRD)
wereboar,https://www.aidedd.org/dnd/monstres.php?vo=wereboar,4.0,"humanoid (human, shapechanger)",Medium,10,78,neutral evil,0,Monster Manual (SRD),12/01/2016,17.0,10.0,15.0,10.0,11.0,8.0,0,0,humanoid,Evil,Monster Manual (SRD)
wererat,https://www.aidedd.org/dnd/monstres.php?vo=wererat,2.0,"humanoid (human, shapechanger)",Medium,12,33,lawful evil,0,Monster Manual (SRD),12/01/2016,10.0,15.0,12.0,11.0,10.0,8.0,0,0,humanoid,Evil,Monster Manual (SRD)
weretiger,https://www.aidedd.org/dnd/monstres.php?vo=weretiger,4.0,"humanoid (human, shapechanger)",Medium,12,120,neutral,0,Monster Manual (SRD),12/01/2016,17.0,15.0,16.0,10.0,13.0,11.0,0,0,humanoid,Neutral,Monster Manual (SRD)
werewolf,https://www.aidedd.org/dnd/monstres.php?vo=werewolf,3.0,"humanoid (human, shapechanger)",Medium,11,58,chaotic evil,0,Monster Manual (SRD),12/01/2016,15.0,13.0,14.0,10.0,11.0,10.0,0,0,humanoid,Evil,Monster Manual (SRD)
white-abishai,,6.0,fiend (devil),Medium,15,68,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,16.0,11.0,18.0,11.0,12.0,13.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
white-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=white-dragon-wyrmling,2.0,dragon,Medium,16,32,chaotic evil,0,Monster Manual (SRD),12/01/2016,14.0,10.0,14.0,5.0,10.0,11.0,1,1,dragon,Evil,Monster Manual (SRD)
wight,https://www.aidedd.org/dnd/monstres.php?vo=wight,3.0,undead,Medium,14,45,neutral evil,0,Monster Manual (SRD),12/01/2016,15.0,14.0,16.0,10.0,13.0,15.0,0,0,undead,Evil,Monster Manual (SRD)
wild-dog,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog,0.125,beast,Medium,12,5,unaligned,0,Extra (Adventurers League),,13.0,14.0,12.0,3.0,12.0,7.0,0,0,beast,Unaligned,Extra
wild-dog-alpha,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog-alpha,1.0,beast,Large,12,26,unaligned,0,Extra (Adventurers League),,17.0,15.0,13.0,3.0,12.0,8.0,0,0,beast,Unaligned,Extra
will-o--wisp,https://www.aidedd.org/dnd/monstres.php?vo=will-o--wisp,2.0,undead,Tiny,19,22,chaotic evil,0,Monster Manual (SRD),12/01/2016,1.0,28.0,10.0,13.0,14.0,11.0,1,0,undead,Evil,Monster Manual (SRD)
